,Rooms,Distance,Postcode,Bathroom,Car,Landsize,Lattitude,Longtitude,Propertycount,Year,Month,Type_t,Type_u,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Regionname_Western Victoria,Price
19093,3,22.7,3174.0,1.0,1.0,603.0,-37.96318,145.18962,11806.0,2017,7,0,0,0,0,0,1,0,0,0,650000.0
19094,2,1.8,3051.0,1.0,1.0,0.0,-37.79831,144.94261,6821.0,2017,7,0,1,0,1,0,0,0,0,0,465000.0
19095,3,5.3,3070.0,2.0,1.0,196.0,-37.776509999999995,144.99074,11364.0,2017,7,0,0,0,1,0,0,0,0,0,1290000.0
19096,3,5.3,3070.0,1.0,1.0,390.0,-37.765879999999996,144.99731,11364.0,2017,7,0,0,0,1,0,0,0,0,0,1335000.0
19097,1,5.3,3070.0,1.0,1.0,1279.0,-37.7662,144.99907,11364.0,2017,7,0,1,0,1,0,0,0,0,0,352500.0
19099,2,5.3,3070.0,1.0,2.0,512.0,-37.80046,145.0032,11364.0,2017,7,0,1,0,1,0,0,0,0,0,782500.0
19100,3,5.3,3070.0,1.0,2.0,771.0,-37.76631,145.01699,11364.0,2017,7,0,0,0,1,0,0,0,0,0,1875000.0
19101,4,15.5,3167.0,2.0,2.0,558.0,-37.91917,145.08807,3692.0,2017,7,0,0,0,0,0,1,0,0,0,1390000.0
19102,4,47.3,3810.0,2.0,2.0,600.0,-38.075829999999996,145.43698,17384.0,2017,7,0,0,1,0,0,0,0,0,0,643500.0
19107,2,8.5,3044.0,1.0,1.0,133.0,-37.72136,144.92932,7485.0,2017,7,0,1,0,1,0,0,0,0,0,541000.0
19108,2,8.5,3044.0,1.0,1.0,129.0,-37.71865,144.95018000000002,7485.0,2017,7,1,0,0,1,0,0,0,0,0,510000.0
19109,2,8.5,3044.0,1.0,1.0,164.0,-37.722190000000005,144.92559,7485.0,2017,7,0,1,0,1,0,0,0,0,0,550000.0
19111,2,8.5,3044.0,1.0,1.0,103.0,-37.72773,144.92628,7485.0,2017,7,0,1,0,1,0,0,0,0,0,580000.0
19113,2,8.5,3044.0,1.0,1.0,205.0,-37.72998,144.94138,7485.0,2017,7,0,1,0,1,0,0,0,0,0,706000.0
19114,1,3.5,3207.0,1.0,2.0,512.0,-37.80046,145.0032,8648.0,2017,7,0,1,0,0,0,0,1,0,0,637000.0
19115,2,3.5,3207.0,1.0,1.0,712.0,-37.83529,144.93749,8648.0,2017,7,0,1,0,0,0,0,1,0,0,559000.0
19116,2,4.6,3181.0,2.0,1.0,0.0,-37.85973,145.00925,7717.0,2017,7,0,1,0,0,0,0,1,0,0,570000.0
19118,1,8.4,3072.0,1.0,1.0,631.0,-37.74495,144.99322,14577.0,2017,7,0,1,0,1,0,0,0,0,0,250000.0
19119,1,8.4,3072.0,1.0,1.0,629.0,-37.741440000000004,144.99326000000002,14577.0,2017,7,0,1,0,1,0,0,0,0,0,392000.0
19120,1,8.4,3072.0,1.0,1.0,102.0,-37.746790000000004,145.01394,14577.0,2017,7,0,1,0,1,0,0,0,0,0,505000.0
19121,3,8.4,3072.0,1.0,3.0,397.0,-37.73724,145.00984,14577.0,2017,7,0,0,0,1,0,0,0,0,0,980000.0
19122,2,8.4,3072.0,1.0,2.0,512.0,-37.80046,145.0032,14577.0,2017,7,0,0,0,1,0,0,0,0,0,785500.0
19123,2,12.0,3073.0,1.0,1.0,134.0,-37.7216,145.0178,21650.0,2017,7,0,1,0,1,0,0,0,0,0,495000.0
19124,2,12.0,3073.0,1.0,1.0,89.0,-37.717659999999995,145.00132,21650.0,2017,7,0,0,0,1,0,0,0,0,0,320000.0
19126,2,12.0,3073.0,2.0,1.0,0.0,-37.73012,145.02652,21650.0,2017,7,1,0,0,1,0,0,0,0,0,617500.0
19127,5,12.0,3073.0,2.0,2.0,499.0,-37.725559999999994,144.99021000000002,21650.0,2017,7,0,0,0,1,0,0,0,0,0,1282500.0
19128,4,12.0,3073.0,1.0,2.0,846.0,-37.70559,144.9902,21650.0,2017,7,0,0,0,1,0,0,0,0,0,760500.0
19129,2,2.4,3121.0,1.0,1.0,3512.0,-37.81828,144.99788999999998,14949.0,2017,7,0,1,0,1,0,0,0,0,0,419000.0
19131,3,2.4,3121.0,2.0,1.0,83.0,-37.82458,144.99767,14949.0,2017,7,0,0,0,1,0,0,0,0,0,1590000.0
19132,3,2.4,3121.0,1.0,2.0,512.0,-37.80046,145.0032,14949.0,2017,7,0,0,0,1,0,0,0,0,0,1710000.0
19133,2,2.4,3121.0,2.0,2.0,2044.0,-37.817,144.99553999999998,14949.0,2017,7,0,1,0,1,0,0,0,0,0,592000.0
19134,2,2.4,3121.0,2.0,2.0,92.0,-37.823240000000006,144.99174,14949.0,2017,7,0,1,0,1,0,0,0,0,0,1667500.0
19135,2,2.4,3121.0,2.0,1.0,0.0,-37.813,144.99303,14949.0,2017,7,0,1,0,1,0,0,0,0,0,685000.0
19137,3,19.9,3134.0,2.0,2.0,918.0,-37.794000000000004,145.24636,7785.0,2017,7,0,0,0,0,0,0,0,0,0,882500.0
19139,3,19.9,3134.0,2.0,2.0,651.0,-37.79638,145.24268,7785.0,2017,7,0,0,0,0,0,0,0,0,0,910000.0
19140,3,21.3,3135.0,2.0,2.0,502.0,-37.82268,145.25058,4407.0,2017,7,0,0,0,0,0,0,0,0,0,777000.0
19143,3,20.6,3064.0,2.0,2.0,523.0,-37.63528,144.93117,5833.0,2017,7,0,0,0,1,0,0,0,0,0,510000.0
19145,3,20.6,3064.0,1.0,2.0,512.0,-37.80046,145.0032,5833.0,2017,7,0,0,0,1,0,0,0,0,0,431000.0
19146,3,15.2,3191.0,2.0,1.0,390.0,-37.95035,145.01571,4497.0,2017,7,0,0,0,0,0,0,1,0,0,1651000.0
19147,2,15.2,3191.0,1.0,1.0,208.0,-37.95265,145.02045,4497.0,2017,7,0,1,0,0,0,0,1,0,0,770000.0
19148,4,22.2,3179.0,2.0,2.0,1134.0,-37.89496,145.23404,2206.0,2017,7,0,0,0,0,0,0,0,0,0,1040000.0
19149,4,22.2,3179.0,2.0,2.0,960.0,-37.889920000000004,145.22123,2206.0,2017,7,0,0,0,0,0,0,0,0,0,1120000.0
19150,3,5.1,3011.0,2.0,2.0,0.0,-37.80618,144.89057,2417.0,2017,7,0,1,0,0,0,0,0,1,0,886000.0
19151,3,20.5,3752.0,2.0,2.0,454.0,-37.63556,145.06679,7969.0,2017,7,0,0,0,1,0,0,0,0,0,601000.0
19153,4,20.5,3752.0,2.0,2.0,639.0,-37.63947,145.08562,7969.0,2017,7,0,0,0,1,0,0,0,0,0,810000.0
19155,5,20.5,3752.0,3.0,4.0,700.0,-37.62166,145.06747,7969.0,2017,7,0,0,0,1,0,0,0,0,0,945000.0
19156,3,20.5,3752.0,2.0,2.0,330.0,-37.64027,145.08745,7969.0,2017,7,0,0,0,1,0,0,0,0,0,500000.0
19157,2,2.7,3141.0,1.0,1.0,0.0,-37.835640000000005,144.97728999999998,14887.0,2017,7,0,1,0,0,0,0,1,0,0,747500.0
19158,1,2.7,3141.0,1.0,1.0,0.0,-37.83547,144.98844,14887.0,2017,7,0,1,0,0,0,0,1,0,0,420000.0
19159,2,2.7,3141.0,2.0,0.0,0.0,-37.83863,144.99379,14887.0,2017,7,0,1,0,0,0,0,1,0,0,460000.0
19160,2,2.7,3141.0,2.0,2.0,0.0,-37.84018,145.00265,14887.0,2017,7,0,1,0,0,0,0,1,0,0,1340000.0
19162,2,20.8,3171.0,2.0,2.0,155.0,-37.943020000000004,145.15478000000002,7412.0,2017,7,0,1,0,0,0,1,0,0,0,580000.0
19163,3,22.2,3172.0,1.0,2.0,638.0,-37.980309999999996,145.15497,4054.0,2017,7,0,0,0,0,0,1,0,0,0,700000.0
19164,3,14.0,3021.0,1.0,3.0,581.0,-37.73348,144.79564,14042.0,2017,7,0,0,0,0,0,0,0,1,0,627000.0
19167,1,5.0,3182.0,1.0,1.0,0.0,-37.87223,144.98046000000002,13240.0,2017,7,0,1,0,0,0,0,1,0,0,360000.0
19168,2,5.0,3182.0,1.0,0.0,0.0,-37.86756,144.98303,13240.0,2017,7,0,1,0,0,0,0,1,0,0,530000.0
19169,2,5.0,3182.0,1.0,1.0,463.0,-37.86761,144.98337,13240.0,2017,7,0,1,0,0,0,0,1,0,0,533000.0
19170,3,5.0,3182.0,2.0,1.0,128.0,-37.86545,144.98126000000002,13240.0,2017,7,0,0,0,0,0,0,1,0,0,1180000.0
19172,4,8.2,3041.0,1.0,2.0,750.0,-37.730509999999995,144.91731000000001,3284.0,2017,7,0,0,0,0,0,0,0,1,0,1220000.0
19173,3,31.7,3429.0,1.0,3.0,678.0,-37.56935,144.7241,14092.0,2017,7,0,0,0,0,0,0,0,1,0,500000.0
19174,3,31.7,3429.0,1.0,4.0,606.0,-37.57532,144.71058,14092.0,2017,7,0,0,0,0,0,0,0,1,0,438000.0
19175,4,31.7,3429.0,1.0,2.0,512.0,-37.80046,145.0032,14092.0,2017,7,0,0,0,0,0,0,0,1,0,510000.0
19176,3,10.5,3020.0,1.0,3.0,703.0,-37.79337,144.8418,3755.0,2017,7,0,0,0,0,0,0,0,1,0,910000.0
19177,4,10.5,3020.0,2.0,1.0,283.0,-37.76508,144.83629,4217.0,2017,7,1,0,0,0,0,0,0,1,0,650000.0
19178,3,10.5,3020.0,1.0,0.0,557.0,-37.76812,144.82528,4217.0,2017,7,0,0,0,0,0,0,0,1,0,595000.0
19179,3,10.5,3020.0,1.0,2.0,697.0,-37.78666,144.8109,6763.0,2017,7,0,0,0,0,0,0,0,1,0,710000.0
19180,3,10.5,3020.0,2.0,1.0,358.0,-37.79573,144.79311,6763.0,2017,7,1,0,0,0,0,0,0,1,0,615000.0
19181,4,10.5,3020.0,2.0,2.0,699.0,-37.78945,144.80062,6763.0,2017,7,0,0,0,0,0,0,0,1,0,859000.0
19182,3,10.2,3127.0,1.0,2.0,829.0,-37.83273,145.08812,5457.0,2017,7,0,0,0,0,0,0,1,0,0,2225000.0
19183,2,10.2,3127.0,1.0,1.0,858.0,-37.825590000000005,145.11236,5457.0,2017,7,0,0,0,0,0,0,1,0,0,1950000.0
19184,4,10.2,3127.0,2.0,2.0,861.0,-37.82611,145.0911,5457.0,2017,7,0,0,0,0,0,0,1,0,0,2550000.0
19185,2,10.2,3127.0,1.0,1.0,180.0,-37.827940000000005,145.09332,5457.0,2017,7,0,1,0,0,0,0,1,0,0,830000.0
19186,4,18.0,3037.0,2.0,2.0,1017.0,-37.69106,144.75853999999998,3640.0,2017,7,0,0,0,0,0,0,0,1,0,740000.0
19187,3,18.0,3037.0,2.0,2.0,360.0,-37.70686,144.76989,3640.0,2017,7,0,0,0,0,0,0,0,1,0,620000.0
19188,4,18.4,3029.0,1.0,2.0,512.0,-37.80046,145.0032,10160.0,2017,7,0,0,0,0,0,0,0,1,0,512000.0
19189,4,18.4,3029.0,2.0,2.0,371.0,-37.867,144.65618,10160.0,2017,7,0,0,0,0,0,0,0,1,0,463500.0
19190,3,18.4,3029.0,2.0,2.0,400.0,-37.833529999999996,144.67324,10160.0,2017,7,0,0,0,0,0,0,0,1,0,530000.0
19192,3,18.4,3029.0,2.0,2.0,326.0,-37.85037,144.66179,10160.0,2017,7,0,0,0,0,0,0,0,1,0,446000.0
19193,3,18.0,3037.0,2.0,2.0,389.0,-37.713640000000005,144.76031,4242.0,2017,7,0,0,0,0,0,0,0,1,0,520000.0
19194,3,18.0,3037.0,2.0,1.0,343.0,-37.7117,144.75204,4242.0,2017,7,0,0,0,0,0,0,0,1,0,530000.0
19195,5,18.0,3037.0,3.0,2.0,450.0,-37.71152,144.75283000000002,4242.0,2017,7,0,0,0,0,0,0,0,1,0,725500.0
19196,4,15.5,3038.0,2.0,1.0,645.0,-37.70841,144.79699,5336.0,2017,7,0,0,0,0,0,0,0,1,0,688000.0
19197,3,15.5,3038.0,2.0,1.0,655.0,-37.708940000000005,144.80205,5336.0,2017,7,0,0,0,0,0,0,0,1,0,630000.0
19198,4,15.5,3038.0,3.0,6.0,876.0,-37.6899,144.78346000000002,5336.0,2017,7,0,0,0,0,0,0,0,1,0,800000.0
19199,3,15.5,3038.0,3.0,2.0,654.0,-37.693940000000005,144.7795,5336.0,2017,7,0,0,0,0,0,0,0,1,0,760000.0
19200,3,15.5,3038.0,2.0,2.0,198.0,-37.695029999999996,144.77868999999998,5336.0,2017,7,1,0,0,0,0,0,0,1,0,502000.0
19201,5,15.5,3106.0,1.0,2.0,512.0,-37.80046,145.0032,6202.0,2017,7,0,0,0,0,0,0,0,0,0,1325000.0
19202,4,15.5,3106.0,2.0,2.0,812.0,-37.7584,145.16128,6202.0,2017,7,0,0,0,0,0,0,0,0,0,1275000.0
19203,5,15.5,3106.0,3.0,3.0,767.0,-37.76084,145.12675,6202.0,2017,7,0,0,0,0,0,0,0,0,0,1300000.0
19204,4,12.4,3107.0,2.0,4.0,729.0,-37.76846,145.11183,5420.0,2017,7,0,0,0,0,0,0,0,0,0,1215000.0
19205,4,12.4,3107.0,2.0,2.0,774.0,-37.76941,145.12123,5420.0,2017,7,0,0,0,0,0,0,0,0,0,1320000.0
19206,2,12.4,3107.0,1.0,1.0,217.0,-37.75671,145.11401,5420.0,2017,7,1,0,0,0,0,0,0,0,0,731000.0
19207,3,15.3,3074.0,1.0,2.0,526.0,-37.68164,144.99768999999998,7955.0,2017,7,0,0,0,1,0,0,0,0,0,651000.0
19208,3,15.3,3074.0,1.0,2.0,512.0,-37.80046,145.0032,7955.0,2017,7,0,0,0,1,0,0,0,0,0,685000.0
19209,3,15.3,3074.0,1.0,2.0,584.0,-37.6819,145.02293999999998,7955.0,2017,7,0,0,0,1,0,0,0,0,0,631000.0
19210,3,15.3,3074.0,1.0,2.0,685.0,-37.68107,145.03393,7955.0,2017,7,0,0,0,1,0,0,0,0,0,715500.0
19211,3,7.0,3071.0,1.0,0.0,396.0,-37.75358,144.98533999999998,8870.0,2017,7,0,0,0,1,0,0,0,0,0,1110000.0
19212,2,4.1,3142.0,1.0,1.0,0.0,-37.832409999999996,145.00705,7217.0,2017,7,0,1,0,0,0,0,1,0,0,735000.0
19213,2,4.1,3142.0,2.0,1.0,0.0,-37.841390000000004,145.00678,7217.0,2017,7,0,1,0,0,0,0,1,0,0,920000.0
19214,1,4.1,3142.0,1.0,1.0,0.0,-37.841570000000004,145.00468999999998,7217.0,2017,7,0,1,0,0,0,0,1,0,0,350000.0
19215,3,12.9,3043.0,1.0,1.0,778.0,-37.70321,144.87972,3296.0,2017,7,0,0,0,0,0,0,0,1,0,822000.0
19216,3,17.2,3133.0,1.0,1.0,653.0,-37.840340000000005,145.2022,4181.0,2017,7,0,0,0,0,0,0,0,0,0,988000.0
19219,3,14.7,3152.0,1.0,2.0,730.0,-37.86288,145.25077,7082.0,2017,7,0,0,0,0,0,0,0,0,0,855000.0
19220,3,14.7,3152.0,1.0,2.0,169.0,-37.87345,145.22973000000002,7082.0,2017,7,1,0,0,0,0,0,0,0,0,630000.0
19222,3,14.5,3087.0,1.0,1.0,598.0,-37.717,145.08891,2329.0,2017,7,0,0,0,1,0,0,0,0,0,830000.0
19223,3,14.5,3087.0,1.0,2.0,600.0,-37.69872,145.08743,1442.0,2017,7,0,0,0,1,0,0,0,0,0,710000.0
19224,3,14.5,3087.0,1.0,2.0,766.0,-37.698209999999996,145.08995,1442.0,2017,7,0,0,0,1,0,0,0,0,0,850000.0
19225,3,14.7,3030.0,1.0,2.0,548.0,-37.8889,144.65743999999998,16166.0,2017,7,0,0,0,0,0,0,0,1,0,383000.0
19227,4,14.7,3030.0,2.0,2.0,358.0,-37.91807,144.63816,16166.0,2017,7,0,0,0,0,0,0,0,1,0,463000.0
19228,3,14.7,3030.0,1.0,2.0,530.0,-37.89415,144.64143,16166.0,2017,7,0,0,0,0,0,0,0,1,0,471500.0
19229,3,14.7,3030.0,1.0,1.0,583.0,-37.88702,144.66101,16166.0,2017,7,0,0,0,0,0,0,0,1,0,412500.0
19230,3,14.7,3030.0,1.0,3.0,567.0,-37.88666,144.66149,16166.0,2017,7,0,0,0,0,0,0,0,1,0,452000.0
19232,4,14.7,3030.0,2.0,2.0,520.0,-37.91859,144.64143,16166.0,2017,7,0,0,0,0,0,0,0,1,0,665000.0
19233,3,14.7,3030.0,1.0,1.0,633.0,-37.89444,144.65591,16166.0,2017,7,0,0,0,0,0,0,0,1,0,485000.0
19234,4,14.7,3030.0,2.0,1.0,531.0,-37.895559999999996,144.64268,16166.0,2017,7,0,0,0,0,0,0,0,1,0,510000.0
19236,3,6.4,3012.0,1.0,2.0,269.0,-37.79638,144.87911,5058.0,2017,7,0,0,0,0,0,0,0,1,0,850000.0
19238,3,6.4,3012.0,1.0,2.0,447.0,-37.792,144.86856,5058.0,2017,7,0,0,0,0,0,0,0,1,0,915000.0
19239,5,16.7,3150.0,3.0,3.0,923.0,-37.90213,145.18444,7392.0,2017,7,0,0,0,0,0,1,0,0,0,1591000.0
19240,5,16.7,3150.0,3.0,4.0,677.0,-37.90893,145.18489,7392.0,2017,7,0,0,0,0,0,1,0,0,0,1490000.0
19242,4,6.8,3016.0,2.0,0.0,240.0,-37.85414,144.89561,6380.0,2017,7,0,0,0,0,0,0,0,1,0,1440000.0
19244,3,25.5,3750.0,2.0,1.0,213.0,-37.60983,145.03874,2940.0,2017,7,0,0,0,1,0,0,0,0,0,400000.0
19248,3,31.4,3775.0,2.0,1.0,863.0,-37.653909999999996,145.37389,1160.0,2017,7,0,0,0,0,1,0,0,0,0,620000.0
19249,2,6.3,3013.0,1.0,3.0,463.0,-37.82333,144.87955,6543.0,2017,7,0,0,0,0,0,0,0,1,0,900000.0
19250,4,6.3,3013.0,2.0,2.0,446.0,-37.81845,144.87464,6543.0,2017,7,0,0,0,0,0,0,0,1,0,1407000.0
19251,2,6.3,3013.0,1.0,0.0,197.0,-37.81736,144.89133,6543.0,2017,7,0,0,0,0,0,0,0,1,0,1044000.0
19253,3,10.4,3042.0,2.0,1.0,195.0,-37.7325,144.88272,3464.0,2017,7,1,0,0,0,0,0,0,1,0,780000.0
19254,2,10.4,3042.0,1.0,2.0,512.0,-37.80046,145.0032,3464.0,2017,7,1,0,0,0,0,0,0,1,0,670000.0
19255,3,14.0,3021.0,1.0,3.0,566.0,-37.74306,144.76679,1899.0,2017,7,0,0,0,0,0,0,0,1,0,555000.0
19256,3,10.5,3020.0,1.0,2.0,465.0,-37.78141,144.82461999999998,2185.0,2017,7,0,0,0,0,0,0,0,1,0,613000.0
19257,2,10.5,3020.0,1.0,1.0,100.0,-37.77956,144.82519,2185.0,2017,7,1,0,0,0,0,0,0,1,0,340000.0
19258,3,10.5,3020.0,2.0,2.0,175.0,-37.77856,144.82443,2185.0,2017,7,1,0,0,0,0,0,0,1,0,580000.0
19260,3,5.7,3078.0,1.0,2.0,512.0,-37.80046,145.0032,2211.0,2017,7,0,0,0,1,0,0,0,0,0,1305000.0
19262,2,15.5,3028.0,1.0,2.0,512.0,-37.80046,145.0032,7630.0,2017,7,0,1,0,0,0,0,0,1,0,402000.0
19263,3,12.8,3022.0,1.0,2.0,697.0,-37.77713,144.79746,1281.0,2017,7,0,0,0,0,0,0,0,1,0,627000.0
19264,1,6.3,3143.0,1.0,1.0,0.0,-37.85889,145.01989,4836.0,2017,7,0,1,0,0,0,0,1,0,0,380000.0
19265,2,6.3,3143.0,1.0,1.0,0.0,-37.857490000000006,145.01735,4836.0,2017,7,0,1,0,0,0,0,1,0,0,631500.0
19266,3,4.3,3032.0,2.0,2.0,271.0,-37.7783,144.90876,6567.0,2017,7,1,0,0,0,0,0,0,1,0,1185000.0
19267,4,4.3,3032.0,1.0,2.0,512.0,-37.80046,145.0032,6567.0,2017,7,0,0,0,0,0,0,0,1,0,1500000.0
19269,4,10.2,3147.0,2.0,3.0,668.0,-37.86096,145.10026000000002,2894.0,2017,7,0,0,0,0,0,0,1,0,0,1540000.0
19271,4,21.5,3195.0,1.0,2.0,512.0,-37.80046,145.0032,2824.0,2017,7,0,0,0,0,0,1,0,0,0,1125000.0
19272,4,21.5,3195.0,2.0,4.0,387.0,-38.02848,145.10181,2824.0,2017,7,0,0,0,0,0,1,0,0,0,1510000.0
19273,3,9.5,3034.0,1.0,2.0,512.0,-37.80046,145.0032,4502.0,2017,7,0,0,0,0,0,0,0,1,0,770000.0
19274,5,7.9,3103.0,4.0,2.0,729.0,-37.806,145.09511,5682.0,2017,7,0,0,0,0,0,0,1,0,0,3812000.0
19275,4,7.9,3103.0,3.0,2.0,232.0,-37.80345,145.07969,5682.0,2017,7,1,0,0,0,0,0,1,0,0,1450000.0
19276,3,9.7,3104.0,2.0,2.0,314.0,-37.793859999999995,145.06746,7809.0,2017,7,0,1,0,0,0,0,1,0,0,1600000.0
19277,2,9.7,3104.0,1.0,1.0,327.0,-37.78245,145.09273000000002,7809.0,2017,7,0,1,0,0,0,0,1,0,0,950000.0
19278,4,9.7,3104.0,2.0,2.0,605.0,-37.79466,145.06564,7809.0,2017,7,0,0,0,0,0,0,1,0,0,1755000.0
19279,3,23.2,3153.0,1.0,1.0,424.0,-37.842909999999996,145.25545,5030.0,2017,7,0,0,0,0,0,0,0,0,0,606000.0
19280,3,39.0,3807.0,1.0,1.0,460.0,-38.04668,145.36938999999998,2332.0,2017,7,0,1,1,0,0,0,0,0,0,537000.0
19284,3,17.3,3193.0,2.0,2.0,243.0,-37.98214,145.05175,5366.0,2017,7,1,0,0,0,0,0,1,0,0,900000.0
19285,3,17.3,3193.0,2.0,2.0,594.0,-37.97383,145.04525,5366.0,2017,7,0,0,0,0,0,0,1,0,0,1500000.0
19286,3,11.4,3204.0,3.0,2.0,307.0,-37.91648,145.04927,6795.0,2017,7,1,0,0,0,0,0,1,0,0,1435000.0
19287,2,13.8,3165.0,1.0,1.0,121.0,-37.910509999999995,145.07138999999998,10969.0,2017,7,0,1,0,0,0,0,1,0,0,592000.0
19288,3,13.8,3165.0,2.0,2.0,264.0,-37.91155,145.076,10969.0,2017,7,0,0,0,0,0,0,1,0,0,900000.0
19289,4,13.8,3165.0,2.0,2.0,577.0,-37.9145,145.05899,10969.0,2017,7,0,0,0,0,0,0,1,0,0,1780000.0
19290,3,13.8,3165.0,2.0,2.0,669.0,-37.912890000000004,145.08065,10969.0,2017,7,1,0,0,0,0,0,1,0,0,1260000.0
19291,3,35.2,3806.0,1.0,2.0,792.0,-38.03517,145.33886,17093.0,2017,7,0,0,1,0,0,0,0,0,0,620000.0
19293,2,17.3,3193.0,1.0,1.0,0.0,-37.97853,145.0175,2866.0,2017,7,0,1,0,0,0,0,1,0,0,600000.0
19294,3,17.3,3193.0,2.0,2.0,314.0,-37.97287,145.01648,2866.0,2017,7,1,0,0,0,0,0,1,0,0,1215000.0
19295,2,13.4,3130.0,1.0,1.0,3316.0,-37.8321,145.14444,4387.0,2017,7,0,1,0,0,0,0,0,0,0,615000.0
19297,3,25.0,3155.0,1.0,2.0,868.0,-37.859809999999996,145.25475,9704.0,2017,7,0,0,0,0,0,0,0,0,0,790000.0
19298,4,25.0,3155.0,2.0,2.0,723.0,-37.8476,145.29493,9704.0,2017,7,0,0,0,0,0,0,0,0,0,770000.0
19299,4,10.9,3128.0,1.0,1.0,662.0,-37.81995,145.13089,4605.0,2017,7,0,0,0,0,0,0,0,0,0,1831000.0
19300,3,8.6,3019.0,1.0,2.0,591.0,-37.78062,144.84803,3589.0,2017,7,0,0,0,0,0,0,0,1,0,800000.0
19301,3,8.6,3019.0,1.0,2.0,512.0,-37.80046,145.0032,3589.0,2017,7,0,1,0,0,0,0,0,1,0,381500.0
19303,2,10.5,3186.0,1.0,1.0,100.0,-37.89569,144.99881000000002,10579.0,2017,7,0,1,0,0,0,0,1,0,0,845000.0
19305,1,10.5,3186.0,1.0,1.0,0.0,-37.91814,144.99296999999999,10579.0,2017,7,0,1,0,0,0,0,1,0,0,495000.0
19306,2,10.5,3186.0,1.0,1.0,138.0,-37.92545,145.00277,10579.0,2017,7,0,1,0,0,0,0,1,0,0,760000.0
19307,3,10.5,3186.0,2.0,2.0,206.0,-37.928940000000004,145.00341,10579.0,2017,7,0,0,0,0,0,0,1,0,0,1240000.0
19308,2,10.3,3187.0,1.0,2.0,512.0,-37.80046,145.0032,6938.0,2017,7,0,1,0,0,0,0,1,0,0,950000.0
19309,3,14.0,3047.0,1.0,2.0,512.0,-37.80046,145.0032,4294.0,2017,7,1,0,0,1,0,0,0,0,0,470000.0
19310,3,14.0,3047.0,1.0,1.0,677.0,-37.69265,144.92653,4294.0,2017,7,0,0,0,1,0,0,0,0,0,586000.0
19312,4,14.0,3047.0,1.0,4.0,752.0,-37.67641,144.91435,4294.0,2017,7,0,0,0,1,0,0,0,0,0,706000.0
19313,3,14.0,3047.0,2.0,1.0,602.0,-37.68983,144.93499,4294.0,2017,7,0,0,0,1,0,0,0,0,0,550000.0
19314,4,29.8,3338.0,2.0,2.0,576.0,-37.69104,144.54532,3122.0,2017,7,0,0,0,0,0,0,0,0,1,456000.0
19315,2,6.4,3012.0,2.0,1.0,207.0,-37.820009999999996,144.84245,962.0,2017,7,0,1,0,0,0,0,0,1,0,555000.0
19316,2,5.2,3056.0,1.0,1.0,108.0,-37.75715,144.96823999999998,11918.0,2017,7,0,0,0,1,0,0,0,0,0,650000.0
19317,4,5.2,3056.0,2.0,0.0,256.0,-37.768609999999995,144.96848,11918.0,2017,7,0,0,0,1,0,0,0,0,0,1080000.0
19319,2,5.2,3056.0,1.0,2.0,512.0,-37.80046,145.0032,11918.0,2017,7,1,0,0,1,0,0,0,0,0,725000.0
19320,2,4.0,3057.0,1.0,1.0,123.0,-37.7784,144.97404,5533.0,2017,7,0,0,0,1,0,0,0,0,0,620000.0
19321,2,4.0,3057.0,1.0,1.0,0.0,-37.77818,144.97412,5533.0,2017,7,0,0,0,1,0,0,0,0,0,683000.0
19323,2,4.0,3057.0,1.0,1.0,71.0,-37.77169,144.97557,5533.0,2017,7,0,0,0,1,0,0,0,0,0,501000.0
19324,2,4.0,3057.0,1.0,1.0,0.0,-37.77887,144.97797,5533.0,2017,7,0,1,0,1,0,0,0,0,0,615000.0
19325,2,4.0,3057.0,1.0,1.0,459.0,-37.76695,144.98203999999998,5533.0,2017,7,0,0,0,1,0,0,0,0,0,1220000.0
19326,2,5.2,3055.0,1.0,1.0,539.0,-37.77279,144.94069,7082.0,2017,7,0,0,0,1,0,0,0,0,0,1150000.0
19327,1,5.2,3055.0,1.0,1.0,512.0,-37.76774,144.94442,7082.0,2017,7,0,1,0,1,0,0,0,0,0,328000.0
19328,2,5.2,3055.0,2.0,1.0,0.0,-37.75201,144.9336,7082.0,2017,7,0,1,0,1,0,0,0,0,0,400000.0
19330,3,12.1,3083.0,1.0,2.0,512.0,-37.80046,145.0032,10175.0,2017,7,1,0,0,1,0,0,0,0,0,773500.0
19332,3,10.4,3125.0,1.0,2.0,719.0,-37.85156,145.13054,5678.0,2017,7,0,0,0,0,0,0,1,0,0,1750500.0
19335,3,14.7,3151.0,2.0,2.0,347.0,-37.853770000000004,145.15511999999998,4048.0,2017,7,0,1,0,0,0,0,0,0,0,835000.0
19337,3,14.8,3023.0,2.0,2.0,316.0,-37.76048,144.78847,2674.0,2017,7,0,0,0,0,0,0,0,1,0,640000.0
19338,3,7.7,3124.0,2.0,2.0,186.0,-37.841429999999995,145.08705,8920.0,2017,7,1,0,0,0,0,0,1,0,0,1280000.0
19339,5,7.7,3124.0,2.0,0.0,633.0,-37.84115,145.0743,8920.0,2017,7,0,0,0,0,0,0,1,0,0,2400000.0
